,0,1,2,3
352,5,10402,"I got this rockerz today. I listened it for 3-4 hours, the sound was smooth, the lows the mids and the highs are balanced. The design is cool and light weight. It has a good battery backup and bluetooth connection is good as well. And the best thing about this headphone is, it has an aux cable if your battery drains out, it can be used as a wired headset as well. It is little tight on ears, but this is manageable. Thank u flipkart for a quick delivery. It's a great deal in this price range, w...READ MORE",5
353,5,10944,I love flipkart  because 2016 started to purchase from flipkart still now am not disappointed which am buying all the product was good and excellent condition am very happy to buy the product from flipkart then I want  buy more and more different products in flipkart love you  flipkartREAD MORE,5
354,5,11691,"It is a very nice product, nothing is default there, the sound quality is also great the design looks very awesome and nice, the battery is best it works for a very long time its colour is also superb. thanks to flipkartREAD MORE",5
355,5,11692,Super Headphone Nice Build Quality  Battery Backup is Good Bluetooth Connectivity is Awesome High bassREAD MORE,5
356,5,11927,I am not Satisfied with product because I paid big amount I m not got Perfect for the my amount. Sound quality is not good and Bass also not good even call also not clarity is there ...READ MORE,1
357,5,11945,"You will really like this sound machine.Amazing sound quality at this perfect price.It really will make your ears feel great.Nice product with indeed good sound and bass quality,have been using since 3weeks,battery backup also lasts for 7-8 hrs on full charge in 4hrs.a must buyREAD MORE",5
358,5,12381,"Boat headphones are good enough to grab them for Rs. 999. But, don't buy them for blue color and green color, but them in black or red color because in in blue and green color material on earcups and headband is polyester type cloth but the material used in black and blue color is synthetic leather which is more comfortable and also looks good. coming to the sound quality, it is amazing bass is decent, sound is crystal clear and loud enough. Build quality is also good. But bluetooth connectiv...READ MORE",4
359,5,12476,fantastic....its an awesome product....this is an honest review....review after one month usage ....sound quality is superb with Bluetooth...but may not get the same effect when wired...battery backup is not up to the mark but still it's cool since it can be used with aux...From my side I felt a serious trouble is can't be that great for pubg players while playing with Bluetooth mode ...because the sound comes after the action ...this was a great disappointment for me but when we use the w...READ MORE,4
360,5,12946,Its an amazing headphone but as mentioned by the sellers...its base is not soo so good ..its ok ok..its sound quality is awesome battery backup is also super ....i loved its battery backup...its been 7 days i bought it...and i charged it 2-3 times only..the only bad thing in this headphone is its mic quality..when we are on all the other persons hears background noises coming from the headphone...otherwise the headphone is awesome 😊READ MORE,5
361,5,13034,"It has everything that you search in a good headphone. Sound is really good and melodious. Bass is good and so does the fitting. It hurts for a while in the start but after a few days, it adjusts automatically. I don't know if it worths the money or not but I do believe so. It charges fast and runs for long, also provides great comfort.READ MORE",5
362,5,13794,"it's awesome product, well deaigned  superb sound quality nd bass,  m satisfied with this productREAD MORE",5
363,5,14546,Good for base lovers but base is soo heavy that sometimes the audio is not very clearly audiable. So if only love the base you can go with this.READ MORE,4
364,5,15547,Awesome product boat rockerz 400 is a must buy product awesome build quality and sound is superb ...it has got all the guts needed in a headphone completely satisfied..READ MORE,5
365,5,18313,very good product. worth for money... better to go with black instead of blue as the dirt can be seen very clearlyREAD MORE,5
366,5,19526,"Overall a good product with great sound.The only thing I found as an improvement is it should not fit too tight on the head and over the ears.When I use this, my ears can feel the pressure right from the moment I start using them. So this needs to be improved.READ MORE",4
367,5,19724,nice product with good sound effects ..batteru backup is amazing ...got it for 999 which is so worthREAD MORE,4
368,5,19729,"1)Bluetooth connectivity is bad2)sound quality is good but sound crackles at 70%and above volume if u like melody or classic songs then this headphones are not for you but it's good for EDM, Dubstep and bass heavy songs.3)bass is amazing4)battery life is nice5)for 999 it's good dealREAD MORE",4
369,5,20406,I assure you that buying this product is worth ! I'm using it from last 3 months. I have dropped it Soo many times but still it's working and is in the condition I brought it ! if you are reading this thn you should surely buy this ! bcoz it's the best ! And it's best Feature is it's battery backup ! even if you charge it for 20 min's it works for 4 hours ! it's has the best battery life ever !READ MORE,5
370,5,20467,This product is good on price999 igot it in offer but it can be made more comfortable  its car cub is smaller I want to tell about its sound quality its very good  worthful bass is superb nd  the package of rhis headphone is very good this is very praiseable to Flipkart and its shpment hub And if any student want to  buy then this is right decision .you should buy this but if anyone wants more comfort then dont buy this it's design good bot not more comfortable but nice. I gave you full rev...READ MORE,4
371,5,21217,I love this product good sound quality and backup love  this colour n design thank u flipkartREAD MORE,5
372,5,21228,wonderful product. Really it looks good sounds good and keeps an good attitude for uhh 😘Rockerz rock it..🤘🤘 🎧READ MORE,5
373,5,21487,awesome product.... iam enjoying my free time with this... the design so good and sounds amazing..... 😄READ MORE,5
